platform_user_id,coord_cluster,fast_replier,seeder,awakened,regular,fringe_seed,suspicion,n_lenses,handle,followers_count,verified
2040097345770332160,False,False,False,False,False,False,True,1,Minn6tf6,0,False
2041161819893399552,False,False,False,False,False,False,True,1,antonymwendazd,0,False
2041673747317293056,False,False,False,False,False,False,True,1,JohnSmithK2019,0,False
2041761499635683328,False,False,False,False,False,False,True,1,nochaizure,0,False
2042177932513165312,False,False,False,False,False,False,True,1,gooms765625510,0,False
2043026331361820672,False,False,False,False,False,False,True,1,KevoKipla,0,False
2043343391371476992,False,False,False,False,False,False,True,1,vallerycruz0718,0,False
2043395635424952320,False,False,False,False,False,False,True,1,shenaya450756,0,False
2043563662418530304,False,False,False,False,False,False,True,1,Jonhchuan4hm,0,False
2043782458374504448,False,False,False,False,False,False,True,1,Marky1480591,0,False
2044190998700666880,False,False,False,False,False,False,True,1,Dom6xx9,0,False
2045147929380323328,False,False,False,False,False,False,True,1,Looseback95,0,False
2045284966196760576,False,False,False,False,False,False,True,1,PFEJRi4hl,0,False
2045830961762299904,False,False,False,False,False,False,True,1,tk23_11875,0,False
2046207712569036800,False,False,False,False,False,False,True,1,ROoROoNOAAZoROO,0,False
2047614705443758080,False,False,False,False,False,False,True,1,MutheeDavi41985,0,False
2047847973342920704,False,False,False,False,False,False,True,1,jenicca216711,0,False
2048449791588511744,False,False,False,False,False,False,True,1,NigerLiu72164,0,False
2048458781600706560,False,False,False,False,False,False,True,1,KivuvaUnlimited,0,False
2049113201531363328,False,False,False,False,False,False,True,1,So80644Sore,0,False
2050081831840882688,False,False,False,False,False,False,True,1,eimdone67,0,False
2050144461573718016,False,False,False,False,False,False,True,1,Seniorkaloki,0,False
2051588808223887360,False,False,False,False,False,False,True,1,oc2rom,0,False
2051699637011292161,False,False,False,False,False,False,True,1,madgtrrz,0,False
2051914383253520389,False,False,False,False,False,False,True,1,lastbornkn8r,0,False
2052111310352011266,False,False,False,False,False,False,True,1,donkeyon_adiet,0,False
2053066778410876932,False,False,False,False,False,False,True,1,Manyt_10,0,False
2053681590589427713,False,False,False,False,False,False,True,1,Al31552Ck,0,False
2054112020077633536,False,False,False,False,False,False,True,1,HuddyHudso5k,0,False
2055143446730432513,False,False,False,False,False,False,True,1,Z671769N,0,False
2055301811783843840,False,False,False,False,False,False,True,1,Kevinnyeli,0,False
2055713615336857600,False,False,False,False,False,False,True,1,lilymwash254,0,False
2056104016807858176,False,False,False,False,False,False,True,1,GCoud23,0,False
2056389008998207489,False,False,False,False,False,False,True,1,jillyxzz_29,0,False
2057788440859549696,False,False,False,False,False,False,True,1,mabukageff,0,False
2058084808006459392,False,False,False,False,False,False,True,1,dwarfs_07,0,False
2058671645313634305,False,False,False,False,False,False,True,1,junnaaartt,0,False
2058907191130636288,False,False,False,False,False,False,True,1,CherokeeBiie,0,False
2059293633535188992,False,False,False,False,False,False,True,1,JohnMwonjoou,0,False
2059501981467623430,False,False,False,False,False,False,True,1,wiwantpaaawa,0,False
2059504095627751424,False,False,False,False,False,False,True,1,gvnaaalexa,0,False
2059539224924401664,False,False,False,False,False,False,True,1,Herewego_2003,0,False
2060188381070426113,False,False,False,False,False,False,True,1,AlexRisie8yo,0,False
2060385432043487232,False,False,False,False,False,False,True,1,empresskanno8,0,False
2060664269923057664,False,False,False,False,False,False,True,1,lovtmeoz,0,False
2061415178533556225,False,False,False,False,False,False,True,1,wiskijuli,0,False
2061912276492288000,False,False,False,False,False,False,True,1,Bernardgabc,0,False
2062114649773166592,False,False,False,False,False,False,True,1,Junjuniorx8tp,0,False
2062213403901304832,False,False,False,False,False,False,True,1,chxmpagnemam1_,0,False
2063584358393409536,False,False,False,False,False,False,True,1,Gambi_gaming,0,False
2064267485851832321,False,False,False,False,False,False,True,1,Tasha0jp,0,False
2064328023726510080,False,False,False,False,False,False,True,1,zaejohn12,0,False
2064335921949081600,False,False,False,False,False,False,True,1,smithxhbt,0,False
2064625943478476800,False,False,False,False,False,False,True,1,Ryanmegabush,0,False
2065107039445995521,False,False,False,False,False,False,True,1,keliccsn,0,False
2065449015286587392,False,False,False,False,False,False,True,1,FredOyugi4t,0,False
2066567611454836736,False,False,False,False,False,False,True,1,WycliffeBaba,0,False
2066608728435208192,False,False,False,False,False,False,True,1,ujangkedulx,0,False
2066873252077510657,False,False,False,False,False,False,True,1,FidelaPurtaqw,0,False
2066891135071731713,False,False,False,False,False,False,True,1,ryuleebae,0,False
2067882610546929664,False,False,False,False,False,False,True,1,Addison199795,0,False
2067897445724413952,False,False,False,False,False,False,True,1,shiksmeeye,0,False
2068014602550394880,False,False,False,False,False,False,True,1,Joyjosephczcv,0,False
2068185605066960896,False,False,False,False,False,False,True,1,Kerendehp,0,False
2068280777956098048,False,False,False,False,False,False,True,1,AmaniAmanippj,0,False
2068414163114733569,False,False,False,False,False,False,True,1,MarcusGarvch,0,False
2068445037357043712,False,False,False,False,False,False,True,1,BeatrizCasxf,0,False
2068642537821093889,False,False,False,False,False,False,True,1,Trishowy,0,False
2068968750423109632,False,False,False,False,False,False,True,1,kvowvk,0,False
